FIPS,State,"County, State",2018 Food Insecurity Rate
34025,NJ,"Monmouth County, New Jersey",7.1%
34027,NJ,"Morris County, New Jersey",5.3%
34029,NJ,"Ocean County, New Jersey",8.9%
34031,NJ,"Passaic County, New Jersey",10.4%
34033,NJ,"Salem County, New Jersey",11.3%
34035,NJ,"Somerset County, New Jersey",5.2%
34037,NJ,"Sussex County, New Jersey",6.4%
34039,NJ,"Union County, New Jersey",8.2%
34041,NJ,"Warren County, New Jersey",8.2%
35001,NM,"Bernalillo County, New Mexico",13.1%
35003,NM,"Catron County, New Mexico",19.2%
35005,NM,"Chaves County, New Mexico",14.3%
35006,NM,"Cibola County, New Mexico",19.4%
35007,NM,"Colfax County, New Mexico",16.9%
35009,NM,"Curry County, New Mexico",15.0%
35011,NM,"De Baca County, New Mexico",14.9%
35013,NM,"Doña Ana County, New Mexico",15.7%
35015,NM,"Eddy County, New Mexico",11.3%
35017,NM,"Grant County, New Mexico",15.3%
35019,NM,"Guadalupe County, New Mexico",14.0%
35021,NM,"Harding County, New Mexico",16.9%
35023,NM,"Hidalgo County, New Mexico",16.9%
35025,NM,"Lea County, New Mexico",11.6%
35027,NM,"Lincoln County, New Mexico",14.3%
35028,NM,"Los Alamos County, New Mexico",8.1%
35029,NM,"Luna County, New Mexico",21.8%
35031,NM,"McKinley County, New Mexico",22.1%
35033,NM,"Mora County, New Mexico",15.3%
35035,NM,"Otero County, New Mexico",15.9%
35037,NM,"Quay County, New Mexico",16.7%
35039,NM,"Rio Arriba County, New Mexico",11.5%
35041,NM,"Roosevelt County, New Mexico",16.3%
35043,NM,"Sandoval County, New Mexico",12.0%
35045,NM,"San Juan County, New Mexico",16.1%
35047,NM,"San Miguel County, New Mexico",18.1%
35049,NM,"Santa Fe County, New Mexico",10.7%
35051,NM,"Sierra County, New Mexico",19.5%
35053,NM,"Socorro County, New Mexico",18.7%
35055,NM,"Taos County, New Mexico",15.2%
35057,NM,"Torrance County, New Mexico",17.4%
35059,NM,"Union County, New Mexico",13.1%
35061,NM,"Valencia County, New Mexico",13.8%
36001,NY,"Albany County, New York",10.2%
36003,NY,"Allegany County, New York",12.8%
36005,NY,"Bronx County, New York",17.5%
36007,NY,"Broome County, New York",12.7%
36009,NY,"Cattaraugus County, New York",12.8%
36011,NY,"Cayuga County, New York",10.7%
36013,NY,"Chautauqua County, New York",13.0%
36015,NY,"Chemung County, New York",12.1%
36017,NY,"Chenango County, New York",12.4%
36019,NY,"Clinton County, New York",11.9%
36021,NY,"Columbia County, New York",10.2%
36023,NY,"Cortland County, New York",11.1%
36025,NY,"Delaware County, New York",12.3%
36027,NY,"Dutchess County, New York",8.7%
36029,NY,"Erie County, New York",11.4%
36031,NY,"Essex County, New York",10.3%
36033,NY,"Franklin County, New York",12.9%
36035,NY,"Fulton County, New York",12.4%
36037,NY,"Genesee County, New York",10.2%
36039,NY,"Greene County, New York",10.9%
36041,NY,"Hamilton County, New York",11.8%
36043,NY,"Herkimer County, New York",11.9%
36045,NY,"Jefferson County, New York",12.7%
36047,NY,"Kings County, New York",14.3%
36049,NY,"Lewis County, New York",11.4%
36051,NY,"Livingston County, New York",9.9%
36053,NY,"Madison County, New York",9.5%
36055,NY,"Monroe County, New York",11.3%
36057,NY,"Montgomery County, New York",13.6%
36059,NY,"Nassau County, New York",5.3%
36061,NY,"New York County, New York",12.2%
36063,NY,"Niagara County, New York",11.4%
36065,NY,"Oneida County, New York",12.0%
36067,NY,"Onondaga County, New York",11.0%
36069,NY,"Ontario County, New York",8.9%
36071,NY,"Orange County, New York",9.0%
36073,NY,"Orleans County, New York",11.8%
36075,NY,"Oswego County, New York",12.8%
36077,NY,"Otsego County, New York",10.9%
36079,NY,"Putnam County, New York",5.8%
36081,NY,"Queens County, New York",9.9%
36083,NY,"Rensselaer County, New York",10.3%
36085,NY,"Richmond County, New York",9.0%
36087,NY,"Rockland County, New York",9.0%
36089,NY,"St. Lawrence County, New York",13.1%
36091,NY,"Saratoga County, New York",7.5%
36093,NY,"Schenectady County, New York",10.0%
36095,NY,"Schoharie County, New York",11.2%
36097,NY,"Schuyler County, New York",11.9%
36099,NY,"Seneca County, New York",10.8%
36101,NY,"Steuben County, New York",11.7%
36103,NY,"Suffolk County, New York",6.3%
36105,NY,"Sullivan County, New York",11.4%
36107,NY,"Tioga County, New York",9.8%
36109,NY,"Tompkins County, New York",10.4%
36111,NY,"Ulster County, New York",10.5%
36113,NY,"Warren County, New York",10.4%
36115,NY,"Washington County, New York",10.5%
36117,NY,"Wayne County, New York",10.1%
36119,NY,"Westchester County, New York",7.8%
36121,NY,"Wyoming County, New York",10.1%
36123,NY,"Yates County, New York",9.4%
37001,NC,"Alamance County, North Carolina",14.0%
37003,NC,"Alexander County, North Carolina",14.0%
37005,NC,"Alleghany County, North Carolina",18.0%
37007,NC,"Anson County, North Carolina",16.6%
37009,NC,"Ashe County, North Carolina",14.4%
37011,NC,"Avery County, North Carolina",14.5%
37013,NC,"Beaufort County, North Carolina",16.2%
37015,NC,"Bertie County, North Carolina",18.4%
37017,NC,"Bladen County, North Carolina",19.1%
37019,NC,"Brunswick County, North Carolina",13.7%
37021,NC,"Buncombe County, North Carolina",12.4%
37023,NC,"Burke County, North Carolina",15.5%
37025,NC,"Cabarrus County, North Carolina",11.1%
37027,NC,"Caldwell County, North Carolina",14.9%
37029,NC,"Camden County, North Carolina",11.7%
37031,NC,"Carteret County, North Carolina",13.8%
37033,NC,"Caswell County, North Carolina",15.9%
37035,NC,"Catawba County, North Carolina",12.8%
37037,NC,"Chatham County, North Carolina",11.9%
37039,NC,"Cherokee County, North Carolina",15.3%
37041,NC,"Chowan County, North Carolina",15.9%
37043,NC,"Clay County, North Carolina",14.9%
37045,NC,"Cleveland County, North Carolina",16.2%
37047,NC,"Columbus County, North Carolina",18.1%
37049,NC,"Craven County, North Carolina",15.0%
37051,NC,"Cumberland County, North Carolina",16.9%
37053,NC,"Currituck County, North Carolina",11.4%
37055,NC,"Dare County, North Carolina",11.8%
37057,NC,"Davidson County, North Carolina",14.1%
37059,NC,"Davie County, North Carolina",12.6%
37061,NC,"Duplin County, North Carolina",17.1%
37063,NC,"Durham County, North Carolina",13.5%
37065,NC,"Edgecombe County, North Carolina",19.6%
37067,NC,"Forsyth County, North Carolina",13.8%
37069,NC,"Franklin County, North Carolina",13.7%
37071,NC,"Gaston County, North Carolina",14.4%
37073,NC,"Gates County, North Carolina",14.2%
37075,NC,"Graham County, North Carolina",16.5%
37077,NC,"Granville County, North Carolina",13.4%
37079,NC,"Greene County, North Carolina",18.5%
37081,NC,"Guilford County, North Carolina",13.9%
37083,NC,"Halifax County, North Carolina",19.9%
37085,NC,"Harnett County, North Carolina",14.5%
37087,NC,"Haywood County, North Carolina",13.6%
37089,NC,"Henderson County, North Carolina",11.8%
37091,NC,"Hertford County, North Carolina",18.9%
37093,NC,"Hoke County, North Carolina",16.7%
37095,NC,"Hyde County, North Carolina",18.1%
37097,NC,"Iredell County, North Carolina",12.1%
37099,NC,"Jackson County, North Carolina",14.4%
37101,NC,"Johnston County, North Carolina",12.6%
37103,NC,"Jones County, North Carolina",19.5%
37105,NC,"Lee County, North Carolina",14.2%
37107,NC,"Lenoir County, North Carolina",18.9%
37109,NC,"Lincoln County, North Carolina",12.9%
37111,NC,"McDowell County, North Carolina",15.5%
37113,NC,"Macon County, North Carolina",14.5%
37115,NC,"Madison County, North Carolina",14.7%
37117,NC,"Martin County, North Carolina",16.7%
37119,NC,"Mecklenburg County, North Carolina",12.0%
37121,NC,"Mitchell County, North Carolina",14.5%
37123,NC,"Montgomery County, North Carolina",14.5%
37125,NC,"Moore County, North Carolina",12.8%
37127,NC,"Nash County, North Carolina",15.4%
37129,NC,"New Hanover County, North Carolina",14.1%
37131,NC,"Northampton County, North Carolina",18.5%
37133,NC,"Onslow County, North Carolina",15.2%
37135,NC,"Orange County, North Carolina",10.8%
37137,NC,"Pamlico County, North Carolina",15.1%
37139,NC,"Pasquotank County, North Carolina",15.3%
37141,NC,"Pender County, North Carolina",13.6%
37143,NC,"Perquimans County, North Carolina",14.6%
37145,NC,"Person County, North Carolina",15.5%
37147,NC,"Pitt County, North Carolina",16.1%
37149,NC,"Polk County, North Carolina",12.6%
37151,NC,"Randolph County, North Carolina",13.8%
37153,NC,"Richmond County, North Carolina",18.4%
37155,NC,"Robeson County, North Carolina",19.4%
37157,NC,"Rockingham County, North Carolina",15.2%
37159,NC,"Rowan County, North Carolina",14.3%
37161,NC,"Rutherford County, North Carolina",16.4%
37163,NC,"Sampson County, North Carolina",16.9%
37165,NC,"Scotland County, North Carolina",20.9%
37167,NC,"Stanly County, North Carolina",13.4%
37169,NC,"Stokes County, North Carolina",13.0%
37171,NC,"Surry County, North Carolina",15.0%
37173,NC,"Swain County, North Carolina",15.5%
37175,NC,"Transylvania County, North Carolina",13.6%
37177,NC,"Tyrrell County, North Carolina",20.3%
37179,NC,"Union County, North Carolina",9.5%
37181,NC,"Vance County, North Carolina",19.0%
37183,NC,"Wake County, North Carolina",10.4%
37185,NC,"Warren County, North Carolina",17.6%
37187,NC,"Washington County, North Carolina",19.5%
37189,NC,"Watauga County, North Carolina",13.8%
37191,NC,"Wayne County, North Carolina",16.6%
37193,NC,"Wilkes County, North Carolina",15.8%
37195,NC,"Wilson County, North Carolina",17.8%
37197,NC,"Yadkin County, North Carolina",13.4%
37199,NC,"Yancey County, North Carolina",15.4%
38001,ND,"Adams County, North Dakota",4.9%
38003,ND,"Barnes County, North Dakota",6.6%
38005,ND,"Benson County, North Dakota",15.0%
38007,ND,"Billings County, North Dakota",5.3%
38009,ND,"Bottineau County, North Dakota",7.0%
38011,ND,"Bowman County, North Dakota",4.4%
38013,ND,"Burke County, North Dakota",3.6%
38015,ND,"Burleigh County, North Dakota",5.1%
38017,ND,"Cass County, North Dakota",6.1%
38019,ND,"Cavalier County, North Dakota",5.0%
38021,ND,"Dickey County, North Dakota",4.1%
38023,ND,"Divide County, North Dakota",6.7%
38025,ND,"Dunn County, North Dakota",5.3%
38027,ND,"Eddy County, North Dakota",9.8%
38029,ND,"Emmons County, North Dakota",7.7%
38031,ND,"Foster County, North Dakota",4.6%
38033,ND,"Golden Valley County, North Dakota",5.8%
38035,ND,"Grand Forks County, North Dakota",8.1%
38037,ND,"Grant County, North Dakota",6.8%
38039,ND,"Griggs County, North Dakota",6.2%
38041,ND,"Hettinger County, North Dakota",5.0%
38043,ND,"Kidder County, North Dakota",7.0%
38045,ND,"LaMoure County, North Dakota",6.2%
38047,ND,"Logan County, North Dakota",4.8%
38049,ND,"McHenry County, North Dakota",5.9%
38051,ND,"McIntosh County, North Dakota",5.9%
38053,ND,"McKenzie County, North Dakota",6.3%
38055,ND,"McLean County, North Dakota",5.1%
38057,ND,"Mercer County, North Dakota",4.7%
38059,ND,"Morton County, North Dakota",5.3%
38061,ND,"Mountrail County, North Dakota",5.3%
38063,ND,"Nelson County, North Dakota",7.4%
38065,ND,"Oliver County, North Dakota",6.1%
38067,ND,"Pembina County, North Dakota",5.5%
38069,ND,"Pierce County, North Dakota",8.3%
38071,ND,"Ramsey County, North Dakota",8.0%
38073,ND,"Ransom County, North Dakota",5.4%
38075,ND,"Renville County, North Dakota",4.3%
38077,ND,"Richland County, North Dakota",5.4%
38079,ND,"Rolette County, North Dakota",16.3%
38081,ND,"Sargent County, North Dakota",4.1%
38083,ND,"Sheridan County, North Dakota",8.5%
38085,ND,"Sioux County, North Dakota",16.0%
38087,ND,"Slope County, North Dakota",5.6%
38089,ND,"Stark County, North Dakota",5.6%
38091,ND,"Steele County, North Dakota",4.3%
38093,ND,"Stutsman County, North Dakota",7.5%
38095,ND,"Towner County, North Dakota",6.8%
38097,ND,"Traill County, North Dakota",4.8%
38099,ND,"Walsh County, North Dakota",6.3%
38101,ND,"Ward County, North Dakota",5.8%
38103,ND,"Wells County, North Dakota",6.2%
38105,ND,"Williams County, North Dakota",4.9%
39001,OH,"Adams County, Ohio",18.8%
39003,OH,"Allen County, Ohio",14.0%
39005,OH,"Ashland County, Ohio",13.0%
39007,OH,"Ashtabula County, Ohio",16.1%
39009,OH,"Athens County, Ohio",18.2%
39011,OH,"Auglaize County, Ohio",10.0%
39013,OH,"Belmont County, Ohio",13.9%
39015,OH,"Brown County, Ohio",14.7%
39017,OH,"Butler County, Ohio",12.1%
39019,OH,"Carroll County, Ohio",13.2%
39021,OH,"Champaign County, Ohio",12.3%
39023,OH,"Clark County, Ohio",14.8%
39025,OH,"Clermont County, Ohio",11.3%
39027,OH,"Clinton County, Ohio",14.2%
39029,OH,"Columbiana County, Ohio",14.3%
39031,OH,"Coshocton County, Ohio",15.2%
39033,OH,"Crawford County, Ohio",14.5%
39035,OH,"Cuyahoga County, Ohio",15.9%
39037,OH,"Darke County, Ohio",11.8%
39039,OH,"Defiance County, Ohio",11.0%
39041,OH,"Delaware County, Ohio",7.5%
39043,OH,"Erie County, Ohio",13.5%
39045,OH,"Fairfield County, Ohio",11.5%
39047,OH,"Fayette County, Ohio",15.0%
39049,OH,"Franklin County, Ohio",13.7%
39051,OH,"Fulton County, Ohio",11.1%
39053,OH,"Gallia County, Ohio",18.1%
39055,OH,"Geauga County, Ohio",9.0%
39057,OH,"Greene County, Ohio",12.0%
39059,OH,"Guernsey County, Ohio",16.3%
39061,OH,"Hamilton County, Ohio",14.1%
39063,OH,"Hancock County, Ohio",11.2%
39065,OH,"Hardin County, Ohio",14.2%
39067,OH,"Harrison County, Ohio",15.2%
39069,OH,"Henry County, Ohio",11.3%
39071,OH,"Highland County, Ohio",16.8%
39073,OH,"Hocking County, Ohio",14.0%
39075,OH,"Holmes County, Ohio",10.2%
39077,OH,"Huron County, Ohio",13.7%
39079,OH,"Jackson County, Ohio",17.2%
39081,OH,"Jefferson County, Ohio",16.5%
39083,OH,"Knox County, Ohio",13.0%
39085,OH,"Lake County, Ohio",11.1%
39087,OH,"Lawrence County, Ohio",17.3%
39089,OH,"Licking County, Ohio",12.4%
39091,OH,"Logan County, Ohio",12.5%
39093,OH,"Lorain County, Ohio",13.4%
39095,OH,"Lucas County, Ohio",15.9%
39097,OH,"Madison County, Ohio",12.0%
39099,OH,"Mahoning County, Ohio",15.4%
39101,OH,"Marion County, Ohio",15.1%
39103,OH,"Medina County, Ohio",9.6%
39105,OH,"Meigs County, Ohio",18.7%
39107,OH,"Mercer County, Ohio",9.5%
39109,OH,"Miami County, Ohio",11.6%
39111,OH,"Monroe County, Ohio",17.4%
39113,OH,"Montgomery County, Ohio",15.2%
39115,OH,"Morgan County, Ohio",17.0%
39117,OH,"Morrow County, Ohio",11.6%
39119,OH,"Muskingum County, Ohio",15.2%
39121,OH,"Noble County, Ohio",15.4%
39123,OH,"Ottawa County, Ohio",12.8%
39125,OH,"Paulding County, Ohio",12.3%
39127,OH,"Perry County, Ohio",16.0%
39129,OH,"Pickaway County, Ohio",12.5%
39131,OH,"Pike County, Ohio",18.3%
39133,OH,"Portage County, Ohio",12.5%
39135,OH,"Preble County, Ohio",12.6%
39137,OH,"Putnam County, Ohio",9.0%
39139,OH,"Richland County, Ohio",14.3%
39141,OH,"Ross County, Ohio",16.1%
39143,OH,"Sandusky County, Ohio",13.1%
39145,OH,"Scioto County, Ohio",19.3%
39147,OH,"Seneca County, Ohio",13.2%
39149,OH,"Shelby County, Ohio",11.2%
39151,OH,"Stark County, Ohio",13.5%
39153,OH,"Summit County, Ohio",13.2%
39155,OH,"Trumbull County, Ohio",15.5%
39157,OH,"Tuscarawas County, Ohio",13.1%
39159,OH,"Union County, Ohio",9.5%
39161,OH,"Van Wert County, Ohio",11.8%
39163,OH,"Vinton County, Ohio",17.7%
39165,OH,"Warren County, Ohio",8.6%
39167,OH,"Washington County, Ohio",15.3%
39169,OH,"Wayne County, Ohio",11.8%
39171,OH,"Williams County, Ohio",12.5%
39173,OH,"Wood County, Ohio",11.2%
39175,OH,"Wyandot County, Ohio",11.1%
40001,OK,"Adair County, Oklahoma",19.8%
40003,OK,"Alfalfa County, Oklahoma",11.5%
40005,OK,"Atoka County, Oklahoma",17.3%
40007,OK,"Beaver County, Oklahoma",10.1%
40009,OK,"Beckham County, Oklahoma",13.3%
40011,OK,"Blaine County, Oklahoma",13.0%
40013,OK,"Bryan County, Oklahoma",16.0%
40015,OK,"Caddo County, Oklahoma",16.4%
40017,OK,"Canadian County, Oklahoma",10.6%
40019,OK,"Carter County, Oklahoma",15.4%
40021,OK,"Cherokee County, Oklahoma",16.4%
40023,OK,"Choctaw County, Oklahoma",20.7%
40025,OK,"Cimarron County, Oklahoma",12.8%
40027,OK,"Cleveland County, Oklahoma",12.0%
40029,OK,"Coal County, Oklahoma",18.1%
40031,OK,"Comanche County, Oklahoma",15.8%
40033,OK,"Cotton County, Oklahoma",15.2%
40035,OK,"Craig County, Oklahoma",16.7%
40037,OK,"Creek County, Oklahoma",13.8%
40039,OK,"Custer County, Oklahoma",13.1%
40041,OK,"Delaware County, Oklahoma",17.0%
40043,OK,"Dewey County, Oklahoma",13.2%
40045,OK,"Ellis County, Oklahoma",13.8%
40047,OK,"Garfield County, Oklahoma",13.5%
40049,OK,"Garvin County, Oklahoma",14.2%
40051,OK,"Grady County, Oklahoma",12.6%
40053,OK,"Grant County, Oklahoma",12.2%
40055,OK,"Greer County, Oklahoma",18.0%
40057,OK,"Harmon County, Oklahoma",13.9%
40059,OK,"Harper County, Oklahoma",10.1%
40061,OK,"Haskell County, Oklahoma",18.1%
40063,OK,"Hughes County, Oklahoma",17.6%
40065,OK,"Jackson County, Oklahoma",14.9%
40067,OK,"Jefferson County, Oklahoma",17.9%
40069,OK,"Johnston County, Oklahoma",16.9%
40071,OK,"Kay County, Oklahoma",16.5%
40073,OK,"Kingfisher County, Oklahoma",11.2%
40075,OK,"Kiowa County, Oklahoma",17.8%
40077,OK,"Latimer County, Oklahoma",18.1%
40079,OK,"Le Flore County, Oklahoma",18.0%
40081,OK,"Lincoln County, Oklahoma",14.3%
40083,OK,"Logan County, Oklahoma",12.2%
40085,OK,"Love County, Oklahoma",13.0%
40087,OK,"McClain County, Oklahoma",10.6%
40089,OK,"McCurtain County, Oklahoma",18.8%
40091,OK,"McIntosh County, Oklahoma",18.9%
40093,OK,"Major County, Oklahoma",11.9%
40095,OK,"Marshall County, Oklahoma",16.8%
40097,OK,"Mayes County, Oklahoma",16.2%
40099,OK,"Murray County, Oklahoma",15.6%
40101,OK,"Muskogee County, Oklahoma",16.9%
40103,OK,"Noble County, Oklahoma",13.3%
40105,OK,"Nowata County, Oklahoma",15.4%
40107,OK,"Okfuskee County, Oklahoma",18.4%
40109,OK,"Oklahoma County, Oklahoma",14.2%
40111,OK,"Okmulgee County, Oklahoma",17.3%
40113,OK,"Osage County, Oklahoma",15.4%
40115,OK,"Ottawa County, Oklahoma",17.0%
40117,OK,"Pawnee County, Oklahoma",14.6%
40119,OK,"Payne County, Oklahoma",15.2%
40121,OK,"Pittsburg County, Oklahoma",16.8%
40123,OK,"Pontotoc County, Oklahoma",14.2%
40125,OK,"Pottawatomie County, Oklahoma",15.3%
40127,OK,"Pushmataha County, Oklahoma",18.4%
40129,OK,"Roger Mills County, Oklahoma",14.6%
40131,OK,"Rogers County, Oklahoma",11.6%
40133,OK,"Seminole County, Oklahoma",18.0%
40135,OK,"Sequoyah County, Oklahoma",18.6%
40137,OK,"Stephens County, Oklahoma",15.0%
40139,OK,"Texas County, Oklahoma",10.9%
40141,OK,"Tillman County, Oklahoma",15.3%
40143,OK,"Tulsa County, Oklahoma",13.9%
40145,OK,"Wagoner County, Oklahoma",12.4%
40147,OK,"Washington County, Oklahoma",14.0%
40149,OK,"Washita County, Oklahoma",12.7%
40151,OK,"Woods County, Oklahoma",11.9%
40153,OK,"Woodward County, Oklahoma",12.0%
41001,OR,"Baker County, Oregon",14.7%
41003,OR,"Benton County, Oregon",10.8%
41005,OR,"Clackamas County, Oregon",9.1%
41007,OR,"Clatsop County, Oregon",12.3%
41009,OR,"Columbia County, Oregon",12.2%
41011,OR,"Coos County, Oregon",15.6%
41013,OR,"Crook County, Oregon",14.3%
41015,OR,"Curry County, Oregon",14.6%
41017,OR,"Deschutes County, Oregon",10.5%
41019,OR,"Douglas County, Oregon",14.7%
41021,OR,"Gilliam County, Oregon",12.8%
41023,OR,"Grant County, Oregon",15.7%
41025,OR,"Harney County, Oregon",15.1%
41027,OR,"Hood River County, Oregon",8.1%
41029,OR,"Jackson County, Oregon",13.1%
41031,OR,"Jefferson County, Oregon",14.2%
41033,OR,"Josephine County, Oregon",15.1%
41035,OR,"Klamath County, Oregon",16.0%
41037,OR,"Lake County, Oregon",14.9%
41039,OR,"Lane County, Oregon",13.8%
41041,OR,"Lincoln County, Oregon",14.7%
41043,OR,"Linn County, Oregon",13.1%
41045,OR,"Malheur County, Oregon",14.3%
41047,OR,"Marion County, Oregon",11.8%
41049,OR,"Morrow County, Oregon",11.1%
41051,OR,"Multnomah County, Oregon",12.0%
41053,OR,"Polk County, Oregon",11.5%
41055,OR,"Sherman County, Oregon",13.5%
41057,OR,"Tillamook County, Oregon",13.6%
41059,OR,"Umatilla County, Oregon",13.2%
41061,OR,"Union County, Oregon",13.5%
41063,OR,"Wallowa County, Oregon",14.9%
41065,OR,"Wasco County, Oregon",12.5%
41067,OR,"Washington County, Oregon",9.0%
41069,OR,"Wheeler County, Oregon",15.4%
41071,OR,"Yamhill County, Oregon",11.1%
42001,PA,"Adams County, Pennsylvania",8.2%
42003,PA,"Allegheny County, Pennsylvania",10.6%
42005,PA,"Armstrong County, Pennsylvania",11.7%
42007,PA,"Beaver County, Pennsylvania",10.7%
42009,PA,"Bedford County, Pennsylvania",11.2%
42011,PA,"Berks County, Pennsylvania",9.6%
42013,PA,"Blair County, Pennsylvania",12.0%
42015,PA,"Bradford County, Pennsylvania",10.7%
42017,PA,"Bucks County, Pennsylvania",7.1%
42019,PA,"Butler County, Pennsylvania",8.3%
42021,PA,"Cambria County, Pennsylvania",12.8%
42023,PA,"Cameron County, Pennsylvania",12.6%
42025,PA,"Carbon County, Pennsylvania",11.2%
42027,PA,"Centre County, Pennsylvania",8.8%
42029,PA,"Chester County, Pennsylvania",6.3%
42031,PA,"Clarion County, Pennsylvania",12.3%
42033,PA,"Clearfield County, Pennsylvania",12.6%
42035,PA,"Clinton County, Pennsylvania",12.8%
42037,PA,"Columbia County, Pennsylvania",10.5%
42039,PA,"Crawford County, Pennsylvania",12.0%
42041,PA,"Cumberland County, Pennsylvania",7.9%
42043,PA,"Dauphin County, Pennsylvania",10.6%
42045,PA,"Delaware County, Pennsylvania",9.4%
42047,PA,"Elk County, Pennsylvania",9.9%
42049,PA,"Erie County, Pennsylvania",12.3%
42051,PA,"Fayette County, Pennsylvania",14.2%
42053,PA,"Forest County, Pennsylvania",14.7%
42055,PA,"Franklin County, Pennsylvania",9.7%
42057,PA,"Fulton County, Pennsylvania",10.4%
42059,PA,"Greene County, Pennsylvania",12.5%
42061,PA,"Huntingdon County, Pennsylvania",11.8%
42063,PA,"Indiana County, Pennsylvania",11.8%
42065,PA,"Jefferson County, Pennsylvania",11.5%
42067,PA,"Juniata County, Pennsylvania",10.1%
42069,PA,"Lackawanna County, Pennsylvania",12.0%
42071,PA,"Lancaster County, Pennsylvania",8.7%
42073,PA,"Lawrence County, Pennsylvania",12.3%
42075,PA,"Lebanon County, Pennsylvania",9.1%
42077,PA,"Lehigh County, Pennsylvania",10.1%
42079,PA,"Luzerne County, Pennsylvania",11.9%
42081,PA,"Lycoming County, Pennsylvania",11.8%
42083,PA,"McKean County, Pennsylvania",13.0%
42085,PA,"Mercer County, Pennsylvania",12.1%
42087,PA,"Mifflin County, Pennsylvania",12.0%
42089,PA,"Monroe County, Pennsylvania",10.2%
42091,PA,"Montgomery County, Pennsylvania",7.0%
42093,PA,"Montour County, Pennsylvania",10.0%
42095,PA,"Northampton County, Pennsylvania",8.7%
42097,PA,"Northumberland County, Pennsylvania",12.1%
42099,PA,"Perry County, Pennsylvania",8.7%
42101,PA,"Philadelphia County, Pennsylvania",16.3%
42103,PA,"Pike County, Pennsylvania",10.1%
42105,PA,"Potter County, Pennsylvania",12.7%
42107,PA,"Schuylkill County, Pennsylvania",11.7%
42109,PA,"Snyder County, Pennsylvania",9.4%
42111,PA,"Somerset County, Pennsylvania",11.3%
42113,PA,"Sullivan County, Pennsylvania",11.9%
42115,PA,"Susquehanna County, Pennsylvania",10.8%
42117,PA,"Tioga County, Pennsylvania",12.1%
42119,PA,"Union County, Pennsylvania",9.5%
42121,PA,"Venango County, Pennsylvania",12.3%
42123,PA,"Warren County, Pennsylvania",11.3%
42125,PA,"Washington County, Pennsylvania",9.6%
42127,PA,"Wayne County, Pennsylvania",10.9%
42129,PA,"Westmoreland County, Pennsylvania",9.9%
42131,PA,"Wyoming County, Pennsylvania",9.7%
42133,PA,"York County, Pennsylvania",9.1%
44001,RI,"Bristol County, Rhode Island",8.1%
44003,RI,"Kent County, Rhode Island",9.2%
44005,RI,"Newport County, Rhode Island",9.0%
44007,RI,"Providence County, Rhode Island",12.0%
44009,RI,"Washington County, Rhode Island",7.8%
45001,SC,"Abbeville County, South Carolina",14.4%
45003,SC,"Aiken County, South Carolina",10.6%
45005,SC,"Allendale County, South Carolina",17.7%
45007,SC,"Anderson County, South Carolina",10.9%
45009,SC,"Bamberg County, South Carolina",16.7%
45011,SC,"Barnwell County, South Carolina",17.1%
45013,SC,"Beaufort County, South Carolina",8.6%
45015,SC,"Berkeley County, South Carolina",9.2%
45017,SC,"Calhoun County, South Carolina",12.5%
45019,SC,"Charleston County, South Carolina",9.6%
45021,SC,"Cherokee County, South Carolina",13.2%
45023,SC,"Chester County, South Carolina",14.2%
45025,SC,"Chesterfield County, South Carolina",13.6%
45027,SC,"Clarendon County, South Carolina",16.0%
45029,SC,"Colleton County, South Carolina",12.8%
45031,SC,"Darlington County, South Carolina",14.6%
45033,SC,"Dillon County, South Carolina",18.5%
45035,SC,"Dorchester County, South Carolina",9.1%
45037,SC,"Edgefield County, South Carolina",11.4%
45039,SC,"Fairfield County, South Carolina",15.8%
45041,SC,"Florence County, South Carolina",12.8%
45043,SC,"Georgetown County, South Carolina",12.3%
45045,SC,"Greenville County, South Carolina",9.1%
45047,SC,"Greenwood County, South Carolina",13.5%
45049,SC,"Hampton County, South Carolina",11.9%
45051,SC,"Horry County, South Carolina",11.6%
45053,SC,"Jasper County, South Carolina",12.2%
45055,SC,"Kershaw County, South Carolina",11.0%
45057,SC,"Lancaster County, South Carolina",10.0%
45059,SC,"Laurens County, South Carolina",13.5%
45061,SC,"Lee County, South Carolina",16.3%
45063,SC,"Lexington County, South Carolina",8.9%
45065,SC,"McCormick County, South Carolina",13.4%
45067,SC,"Marion County, South Carolina",15.6%
45069,SC,"Marlboro County, South Carolina",16.9%
45071,SC,"Newberry County, South Carolina",11.5%
45073,SC,"Oconee County, South Carolina",12.3%
45075,SC,"Orangeburg County, South Carolina",15.7%
45077,SC,"Pickens County, South Carolina",10.2%
45079,SC,"Richland County, South Carolina",11.2%
45081,SC,"Saluda County, South Carolina",10.1%
45083,SC,"Spartanburg County, South Carolina",10.5%
45085,SC,"Sumter County, South Carolina",14.3%
45087,SC,"Union County, South Carolina",14.5%
45089,SC,"Williamsburg County, South Carolina",16.4%
45091,SC,"York County, South Carolina",8.3%
46003,SD,"Aurora County, South Dakota",8.6%
46005,SD,"Beadle County, South Dakota",11.3%
46007,SD,"Bennett County, South Dakota",18.2%
46009,SD,"Bon Homme County, South Dakota",9.6%
46011,SD,"Brookings County, South Dakota",9.3%
46013,SD,"Brown County, South Dakota",9.8%
46015,SD,"Brule County, South Dakota",12.7%
46017,SD,"Buffalo County, South Dakota",21.9%
